18102,44420537,1635148304
2808,219222526,1635148479
8676,303224775,1635148563
16611,363337268,1635148623
15666,908189649,1635149168
10410,932654274,1635149192
8454,1143000895,1635149403
3183,1375481794,1635149635
2076,1721772511,1635149982
13161,1925018204,1635150185
10101,1934406218,1635150194
1161,2012286273,1635150272
1635,2041787655,1635150302
13605,2117366479,1635150377
17037,2134923937,1635150395
15078,2379163194,1635150639
8721,2427553134,1635150687
18465,2502134960,1635150762
3900,2551597447,1635150811
17043,2586984565,1635150847
14046,2598845054,1635150859
16350,2724723501,1635150985
23166,2858990036,1635151119
4047,3058543590,1635151318
19059,3266295499,1635151526
2415,3328603766,1635151588
11673,3399924342,1635151660
19800,3616021152,1635151876
1428,3629319837,1635151889
14457,3638524653,1635151898
2283,3787569120,1635152047
1152,4049604022,1635152309
14199,4257826493,1635152518
17880,4314953255,1635152575
6765,4899503618,1635153159
3216,4960708260,1635153221
5046,5157143981,1635153417
13923,5174363315,1635153434
20169,5236812597,1635153497
3225,5320246968,1635153580
13161,5330736177,1635153591
17046,5441852266,1635153702
8031,5451967070,1635153712
20949,5700059604,1635153960
1500,5729288985,1635153989
2292,5785295024,1635154045
15237,6090662421,1635154350
885,6338340632,1635154598
23550,6417094096,1635154677
7596,6549932328,1635154810
20505,6582713632,1635154843
10596,6585981014,1635154846
14400,6642779181,1635154903
2187,6669906892,1635154930
10863,6754526382,1635155014
3162,6828553299,1635155088
993,6845033270,1635155105
12015,6875755176,1635155136
19823,6911149401,1635155171
15276,7049573959,1635155309
1023,7063978566,1635155324
15948,7118136543,1635155378
22098,7376122406,1635155636
3459,7383909000,1635155644
9936,7475671765,1635155735
12590,7586042984,1635155846
13032,7640300983,1635155900
4650,7665809700,1635155926
5175,7800189024,1635156060
14322,7917388687,1635156177
942,7943886503,1635156204
7830,8191045959,1635156451
14508,8329720369,1635156590
23253,8366266744,1635156626
4836,8391704697,1635156652
5604,8409281051,1635156669
20889,8436889066,1635156697
1863,8484105627,1635156744
15774,8729812413,1635156990
19218,8804717760,1635157065
14949,9008616641,1635157268
18225,9036827797,1635157297
2997,9098572356,1635157358
6981,9132388949,1635157392
4944,9168756645,1635157429
16383,9354180557,1635157614
13461,9426527221,1635157686
23322,9557286875,1635157817
16599,9810758709,1635158071
7842,9812410547,1635158072
10053,9837750280,1635158098
20241,9852958412,1635158113
4620,9916367193,1635158176
24354,10007892132,1635158268
1035,10193669281,1635158453
7767,10228902673,1635158489
1107,10366629229,1635158626
13953,10449368885,1635158709
11850,10651296920,1635158911
6555,10655936209,1635158916
22944,10902852176,1635159163
1053,10991263644,1635159251
9234,11189921319,1635159450
7572,11196451199,1635159456
19401,11228692617,1635159488
6504,11234415600,1635159494
14385,11269099502,1635159529
14805,11361185266,1635159621
1251,11437784608,1635159698
1170,11622870877,1635159883
23094,11667195596,1635159927
1668,11921477653,1635160181
11145,11981131799,1635160241
16218,12321738712,1635160582
10236,12350089541,1635160610
11139,12638306860,1635160898
15834,12769896664,1635161030
6000,12871059162,1635161131
17289,12901875488,1635161162
6969,12914137814,1635161174
5799,12961425524,1635161221
20583,13123148377,1635161383
16374,13303292923,1635161563
20787,13554634256,1635161814
16875,13600154400,1635161860
12111,13729366744,1635161989
1353,13729512778,1635161989
9888,13746905536,1635162007
20544,13749063693,1635162009
19884,13899044453,1635162159
4092,14079542313,1635162339
17046,14093499583,1635162353
1689,14205211615,1635162465
5373,14220490966,1635162480
10833,14311033749,1635162571
20075,14610917836,1635162871
21045,14717472256,1635162977
24378,14739435074,1635162999
17472,14789532043,1635163049
1293,15090809706,1635163351
2325,15185939924,1635163446
22605,15214381164,1635163474
22536,15240466880,1635163500
8463,15399517034,1635163659
12843,15498944995,1635163759
14565,15595915437,1635163856
14391,15651166914,1635163911
23592,15830234634,1635164090
10872,16152364210,1635164412
15204,16244966527,1635164505
6189,16274814993,1635164535
22446,16425802273,1635164686
19080,16625598545,1635164885
3834,16669937458,1635164930
19716,16684842782,1635164945
1470,16808044240,1635165068
9426,16883061760,1635165143
19044,16986178636,1635165246
15771,17214400653,1635165474
1935,17233850202,1635165494
5751,17421131076,1635165681
17361,17431112826,1635165691
3102,17512143945,1635165772
4242,17631502117,1635165891
1059,17775527327,1635166035
1359,17842184797,1635166102
5568,17951140627,1635166211
13548,17954743185,1635166215
1344,18021878306,1635166282
5280,18051474800,1635166311
18540,18290968246,1635166551
1299,18437218285,1635166697
12690,18540731006,1635166801
14514,18546111761,1635166806
17697,18645440639,1635166905
15063,18889569424,1635167149
2970,18949385180,1635167209
18630,18988449048,1635167248
1050,19145507692,1635167405
7389,19205479033,1635167465
12861,19206464975,1635167466
16335,19436028745,1635167696
23814,19529102503,1635167789
19200,19702910772,1635167963
13584,19713770141,1635167974
7125,19818867557,1635168079
23205,19833349086,1635168093
1466,19858125607,1635168118
23295,19911418897,1635168171
1962,19973993959,1635168234
1401,19994100382,1635168254
1032,20254566364,1635168514
3336,20388585629,1635168648
22446,20412724040,1635168673
16427,20420686416,1635168680
2406,20452653487,1635168712
2535,20504202051,1635168764
14460,20553629336,1635168813
21453,20558074229,1635168818
7947,20575865587,1635168836
4260,21094422596,1635169354
1770,21146240467,1635169406
13203,21166442813,1635169426
1791,21237868056,1635169498
13275,21254522137,1635169514
15111,21293345549,1635169553
5763,21313675072,1635169573
15654,21314537788,1635169574
1620,21338227005,1635169598
3906,21371744499,1635169632
20394,21520878583,1635169781
16596,21532658805,1635169792
16833,21586345540,1635169846
12048,21755264446,1635170015
15597,21808829929,1635170069
23488,21820889564,1635170081
21351,21887745443,1635170148
1344,21889126291,1635170149
23187,22030463538,1635170290
9738,22045660345,1635170305
3363,22081029641,1635170341
4659,22083096679,1635170343
14885,22154359591,1635170414
21645,22190615236,1635170450
4722,22197876206,1635170458
1155,22244948205,1635170505
14025,22483150682,1635170743
6237,22508170313,1635170768
20808,22528515993,1635170788
15231,22755334809,1635171015
20106,22760072486,1635171020
10554,22894396624,1635171154
18060,22936867861,1635171197
1338,22970255371,1635171230
6654,22999889803,1635171260
13794,23121615608,1635171381
1263,23216630080,1635171476
17742,23276212310,1635171536
18327,23336345513,1635171596
12144,23374271060,1635171634
24510,23377636630,1635171637
1968,23407160234,1635171667
22791,23522484029,1635171782
14223,23606049093,1635171866
8380,23706151538,1635171966
19788,23780237495,1635172040
19920,23868161008,1635172128
11532,23881504493,1635172141
